dataset_id,artifact_file,task_type,target_column,model_type,status,error,accuracy,precision,recall,f1_score,test_samples,n_classes,is_binary,resolved_dataset_path,model_path,executed_tools,tool_flow,task,train_accuracy,test_accuracy,overfitting_gap,training_samples,features,model_saved,r2_score,mse,rmse,mae,mape,train_r2,test_r2
classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset,classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset__variant_03_of_05.json,classification,"Paper Plane Design Framed Wall Hanging Motivational Office Decor Art Prints (8.7 X 8.7 inch) - Set of 4 Painting made up in synthetic frame with uv textured print which gives multi effects and attracts towards it. This is an special series of paintings which makes your wall very beautiful and gives a royal touch. This painting is ready to hang, you would be proud to possess this unique painting that is a niche apart. We use only the most modern and efficient printing technology on our prints, with only the and inks and precision epson, roland and hp printers. This innovative hd printing technique results in durable and spectacular looking prints of the highest that last a lifetime. We print solely with top-notch 100% inks, to achieve brilliant and true colours. Due to their high level of uv resistance, our prints retain their beautiful colours for many years. Add colour and style to your living space with this digitally printed painting. Some are for pleasure and some for eternal bliss.so bring home this elegant print that is lushed with rich colors that makes it nothing but sheer elegance to be to your friends and family.it would be treasured forever by whoever your lucky recipient is. Liven up your place with these intriguing paintings that are high definition hd graphic digital prints for home, office or any room.",logistic,failed,Input contains NaN,,,,,,,,,,,,,,,,,,,,,,,,,
classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset,classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset__variant_04_of_05.json,classification,"Paper Plane Design Framed Wall Hanging Motivational Office Decor Art Prints (8.7 X 8.7 inch) - Set of 4 Painting made up in synthetic frame with uv textured print which gives multi effects and attracts towards it. This is an special series of paintings which makes your wall very beautiful and gives a royal touch. This painting is ready to hang, you would be proud to possess this unique painting that is a niche apart. We use only the most modern and efficient printing technology on our prints, with only the and inks and precision epson, roland and hp printers. This innovative hd printing technique results in durable and spectacular looking prints of the highest that last a lifetime. We print solely with top-notch 100% inks, to achieve brilliant and true colours. Due to their high level of uv resistance, our prints retain their beautiful colours for many years. Add colour and style to your living space with this digitally printed painting. Some are for pleasure and some for eternal bliss.so bring home this elegant print that is lushed with rich colors that makes it nothing but sheer elegance to be to your friends and family.it would be treasured forever by whoever your lucky recipient is. Liven up your place with these intriguing paintings that are high definition hd graphic digital prints for home, office or any room.",logistic,failed,Input contains NaN,,,,,,,,,,,,,,,,,,,,,,,,,
classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset,classification__hard__saurabhshahane_ecommerce-text-classification__ecommerceDataset__variant_05_of_05.json,classification,"Paper Plane Design Framed Wall Hanging Motivational Office Decor Art Prints (8.7 X 8.7 inch) - Set of 4 Painting made up in synthetic frame with uv textured print which gives multi effects and attracts towards it. This is an special series of paintings which makes your wall very beautiful and gives a royal touch. This painting is ready to hang, you would be proud to possess this unique painting that is a niche apart. We use only the most modern and efficient printing technology on our prints, with only the and inks and precision epson, roland and hp printers. This innovative hd printing technique results in durable and spectacular looking prints of the highest that last a lifetime. We print solely with top-notch 100% inks, to achieve brilliant and true colours. Due to their high level of uv resistance, our prints retain their beautiful colours for many years. Add colour and style to your living space with this digitally printed painting. Some are for pleasure and some for eternal bliss.so bring home this elegant print that is lushed with rich colors that makes it nothing but sheer elegance to be to your friends and family.it would be treasured forever by whoever your lucky recipient is. Liven up your place with these intriguing paintings that are high definition hd graphic digital prints for home, office or any room.",logistic,failed,Input contains NaN,,,,,,,,,,,,,,,,,,,,,,,,,
classification__hard__shivamb_spam-url-prediction__url_spam_classification,classification__hard__shivamb_spam-url-prediction__url_spam_classification__variant_01_of_05.json,classification,is_spam,logistic,success,,0.7968,0.6732,0.7047,0.6886,148303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/shivamb_spam-url-prediction/url_spam_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__hard__shivamb_spam-url-prediction__url_spam_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__hard__shivamb_spam-url-prediction__url_spam_classification,classification__hard__shivamb_spam-url-prediction__url_spam_classification__variant_02_of_05.json,classification,is_spam,logistic,success,,0.7968,0.6732,0.7047,0.6886,148303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/shivamb_spam-url-prediction/url_spam_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__hard__shivamb_spam-url-prediction__url_spam_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__hard__shivamb_spam-url-prediction__url_spam_classification,classification__hard__shivamb_spam-url-prediction__url_spam_classification__variant_03_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/shivamb_spam-url-prediction/url_spam_classification.csv,,2.0,"['1:load_csv', '2:remove_duplicates']",,,,,,,,,,,,,,
classification__hard__shivamb_spam-url-prediction__url_spam_classification,classification__hard__shivamb_spam-url-prediction__url_spam_classification__variant_04_of_05.json,classification,is_spam,logistic,success,,0.7968,0.6732,0.7047,0.6886,148303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/shivamb_spam-url-prediction/url_spam_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__hard__shivamb_spam-url-prediction__url_spam_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__hard__shivamb_spam-url-prediction__url_spam_classification,classification__hard__shivamb_spam-url-prediction__url_spam_classification__variant_05_of_05.json,classification,is_spam,logistic,success,,0.7968,0.6732,0.7047,0.6886,148303.0,2.0,True,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/hard/shivamb_spam-url-prediction/url_spam_classification.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__hard__shivamb_spam-url-prediction__url_spam_classification.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets__variant_01_of_05.json,classification,,,success,,,,,,,,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/andrewmvd_cyberbullying-classification/cyberbullying_tweets.csv,,0.0,[],,,,,,,,,,,,,,
classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets__variant_02_of_05.json,classification,cyberbullying_type,logistic,success,,0.8899,0.8949,0.8899,0.8889,47692.0,6.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/andrewmvd_cyberbullying-classification/cyberbullying_tweets.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets__variant_03_of_05.json,classification,cyberbullying_type,logistic,success,,0.8899,0.8949,0.8899,0.8889,47692.0,6.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/andrewmvd_cyberbullying-classification/cyberbullying_tweets.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets__variant_04_of_05.json,classification,cyberbullying_type,logistic,success,,0.8899,0.8949,0.8899,0.8889,47692.0,6.0,False,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/andrewmvd_cyberbullying-classification/cyberbullying_tweets.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.pkl,3.0,"['1:load_csv', '2:train_classification_model', '3:evaluate_classification_model']",,,,,,,,,,,,,,
classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets,classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets__variant_05_of_05.json,classification,cyberbullying_type,logistic,success,,,,,,4000.0,6.0,,/home/joshua/Code/ai_projects/amalia/backend/data/uploads/datasets/classification/mid/andrewmvd_cyberbullying-classification/cyberbullying_tweets.csv,/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.pkl,2.0,"['1:load_csv', '2:train_classification_model']",classification,0.8906,0.888,0.0026,16000.0,['tweet_text'],/home/joshua/Code/ai_projects/amalia/data/batch_results/resilient_execution/models/classification__mid__andrewmvd_cyberbullying-classification__cyberbullying_tweets.pkl,,,,,,,
classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots,classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots__variant_01_of_05.json,classification,round_winner,decision_tree,failed,"pos_label=1 is not a valid label. It should be one of ['CT', 'T']",,,,,,,,,,,,,,,,,,,,,,,,,
classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots,classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots__variant_02_of_05.json,classification,round_winner,decision_tree,failed,"pos_label=1 is not a valid label. It should be one of ['CT', 'T']",,,,,,,,,,,,,,,,,,,,,,,,,
classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots,classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots__variant_03_of_05.json,classification,round_winner,decision_tree,failed,"pos_label=1 is not a valid label. It should be one of ['CT', 'T']",,,,,,,,,,,,,,,,,,,,,,,,,
classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots,classification__mid__christianlillelund_csgo-round-winner-classification__csgo_round_snapshots__variant_04_of_05.json,classification,round_winner,decision_tree,failed,"pos_label=1 is not a valid label. It should be one of ['CT', 'T']",,,,,,,,,,,,,,,,,,,,,,,,,
